  0.43290000, 41.75450000
  0.57190000, 53.40340000
  0.69100000, 61.72400000
  0.79830000, 66.86770000
  0.94920000, 71.10370000
  1.01670000, 73.37290000
  1.07230000, 73.52420000
  1.13580000, 73.97810000
  1.24300000, 74.58320000
  1.35420000, 75.18830000
  1.50910000, 75.94480000
  1.61240000, 77.00370000
  1.75140000, 76.70120000
  1.84670000, 76.85250000
  2.45430000, 84.26540000
  2.56150000, 66.26260000
  2.66080000, 49.01610000
  2.66470000, 47.80590000
  2.79180000, 47.65460000
  2.91890000, 47.80590000
  3.06980000, 46.89820000
  3.21670000, 44.93150000
  3.37960000, 42.51090000
  3.60190000, 38.42620000
  3.79260000, 34.49280000
  3.95940000, 30.86200000
  4.15790000, 27.68500000
  4.33660000, 24.35680000
  4.53920000, 21.02850000
  4.78930000, 16.49000000
  4.95220000, 12.40530000
