timeout,active,inactive,run_time,idle_time,sleep_time,timeout_waiting_time,total_time,total_time_no_dpm,transitions_number,transitions_time,transition_energy,total_energy,total_energy_no_dpm
20.5,2.547000,1089.439000,4.533700,1087.373600,0.000000,1.986700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7469130720,30.1388136000
21.0,2.547000,1089.439000,4.632700,1087.274600,0.000000,2.085700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7495890420,30.1388136000
21.5,2.547000,1089.439000,4.632700,1087.274600,0.000000,2.085700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7495890420,30.1388136000
22.0,2.547000,1089.439000,4.731700,1087.175600,0.000000,2.184700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7522650120,30.1388136000
22.5,2.547000,1089.439000,4.731700,1087.175600,0.000000,2.184700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7522650120,30.1388136000
23.0,2.547000,1089.439000,4.830700,1087.076600,0.000000,2.283700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7549409820,30.1388136000
23.5,2.547000,1089.439000,4.830700,1087.076600,0.000000,2.283700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7549409820,30.1388136000
24.0,2.547000,1089.439000,4.929700,1086.977600,0.000000,2.382700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7576169520,30.1388136000
24.5,2.547000,1089.439000,4.929700,1086.977600,0.000000,2.382700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7576169520,30.1388136000
25.0,2.547000,1089.439000,5.028700,1086.878600,0.000000,2.481700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7602929220,30.1388136000
25.5,2.547000,1089.439000,5.028700,1086.878600,0.000000,2.481700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7602929220,30.1388136000
26.0,2.547000,1089.439000,5.127700,1086.779600,0.000000,2.580700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7629688920,30.1388136000
26.5,2.547000,1089.439000,5.127700,1086.779600,0.000000,2.580700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7629688920,30.1388136000
27.0,2.547000,1089.439000,5.226700,1086.680600,0.000000,2.679700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7656448620,30.1388136000
27.5,2.547000,1089.439000,5.226700,1086.680600,0.000000,2.679700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7656448620,30.1388136000
28.0,2.547000,1089.439000,5.325700,1086.581600,0.000000,2.778700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7683208320,30.1388136000
28.5,2.547000,1089.439000,5.325700,1086.581600,0.000000,2.778700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7683208320,30.1388136000
29.0,2.547000,1089.439000,5.424700,1086.482600,0.000000,2.877700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7709968020,30.1388136000
29.5,2.547000,1089.439000,5.424700,1086.482600,0.000000,2.877700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7709968020,30.1388136000
30.0,2.547000,1089.439000,5.523700,1086.383600,0.000000,2.976700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7736727720,30.1388136000
30.5,2.547000,1089.439000,5.523700,1086.383600,0.000000,2.976700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7736727720,30.1388136000
31.0,2.547000,1089.439000,5.622700,1086.284600,0.000000,3.075700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7763487420,30.1388136000
31.5,2.547000,1089.439000,5.622700,1086.284600,0.000000,3.075700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7763487420,30.1388136000
32.0,2.547000,1089.439000,5.721700,1086.185600,0.000000,3.174700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7790247120,30.1388136000
32.5,2.547000,1089.439000,5.721700,1086.185600,0.000000,3.174700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7790247120,30.1388136000
33.0,2.547000,1089.439000,5.820700,1086.086600,0.000000,3.273700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7817006820,30.1388136000
33.5,2.547000,1089.439000,5.820700,1086.086600,0.000000,3.273700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7817006820,30.1388136000
34.0,2.547000,1089.439000,5.919700,1085.987600,0.000000,3.372700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7843766520,30.1388136000
34.5,2.547000,1089.439000,5.919700,1085.987600,0.000000,3.372700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7843766520,30.1388136000
35.0,2.547000,1089.439000,6.018700,1085.888600,0.000000,3.471700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7870526220,30.1388136000
35.5,2.547000,1089.439000,6.018700,1085.888600,0.000000,3.471700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7870526220,30.1388136000
36.0,2.547000,1089.439000,6.117700,1085.789600,0.000000,3.570700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7897285920,30.1388136000
36.5,2.547000,1089.439000,6.117700,1085.789600,0.000000,3.570700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7897285920,30.1388136000
37.0,2.547000,1089.439000,6.216700,1085.690600,0.000000,3.669700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7924045620,30.1388136000
37.5,2.547000,1089.439000,6.216700,1085.690600,0.000000,3.669700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7924045620,30.1388136000
38.0,2.547000,1089.439000,6.315700,1085.591600,0.000000,3.768700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7950805320,30.1388136000
38.5,2.547000,1089.439000,6.315700,1085.591600,0.000000,3.768700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7950805320,30.1388136000
39.0,2.547000,1089.439000,6.414700,1085.492600,0.000000,3.867700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7977565020,30.1388136000
39.5,2.547000,1089.439000,6.414700,1085.492600,0.000000,3.867700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.7977565020,30.1388136000
40.0,2.547000,1089.439000,6.513700,1085.393600,0.000000,3.966700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8004324720,30.1388136000
40.5,2.547000,1089.439000,6.513700,1085.393600,0.000000,3.966700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8004324720,30.1388136000
41.0,2.547000,1089.439000,6.612700,1085.294600,0.000000,4.065700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8031084420,30.1388136000
41.5,2.547000,1089.439000,6.612700,1085.294600,0.000000,4.065700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8031084420,30.1388136000
42.0,2.547000,1089.439000,6.711700,1085.195600,0.000000,4.164700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8057844120,30.1388136000
42.5,2.547000,1089.439000,6.711700,1085.195600,0.000000,4.164700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8057844120,30.1388136000
43.0,2.547000,1089.439000,6.810700,1085.096600,0.000000,4.263700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8084603820,30.1388136000
43.5,2.547000,1089.439000,6.810700,1085.096600,0.000000,4.263700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8084603820,30.1388136000
44.0,2.547000,1089.439000,6.909700,1084.997600,0.000000,4.362700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8111363520,30.1388136000
44.5,2.547000,1089.439000,6.909700,1084.997600,0.000000,4.362700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8111363520,30.1388136000
45.0,2.547000,1089.439000,7.008700,1084.898600,0.000000,4.461700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8138123220,30.1388136000
45.5,2.547000,1089.439000,7.008700,1084.898600,0.000000,4.461700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8138123220,30.1388136000
46.0,2.547000,1089.439000,7.107700,1084.799600,0.000000,4.560700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8164882920,30.1388136000
46.5,2.547000,1089.439000,7.107700,1084.799600,0.000000,4.560700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8164882920,30.1388136000
47.0,2.547000,1089.439000,7.206700,1084.700600,0.000000,4.659700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8191642620,30.1388136000
47.5,2.547000,1089.439000,7.206700,1084.700600,0.000000,4.659700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8191642620,30.1388136000
48.0,2.547000,1089.439000,7.305700,1084.601600,0.000000,4.758700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8218402320,30.1388136000
48.5,2.547000,1089.439000,7.305700,1084.601600,0.000000,4.758700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8218402320,30.1388136000
49.0,2.547000,1089.439000,7.404700,1084.502600,0.000000,4.857700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8245162020,30.1388136000
49.5,2.547000,1089.439000,7.404700,1084.502600,0.000000,4.857700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8245162020,30.1388136000
50.0,2.547000,1089.439000,7.503700,1084.403600,0.000000,4.956700,1091.986500,1091.986000,198,0.079200,0.0019800000,0.8271921720,30.1388136000
