timeout,active,inactive,run_time,idle_time,sleep_time,timeout_waiting_time,total_time,total_time_no_dpm,transitions_number,transitions_time,transition_energy,total_energy,total_energy_no_dpm
0.0,2.547000,1089.439000,2.556900,0.000000,1088.938200,0.009900,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3685548779,30.1388136000
0.1,2.547000,1089.439000,2.566800,0.000000,1088.928300,0.019800,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3688272269,30.1388136000
0.2,2.547000,1089.439000,2.574700,0.000000,1088.920400,0.027700,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3690445559,30.1388136000
0.3,2.547000,1089.439000,2.583400,0.000000,1088.911700,0.036400,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3692838929,30.1388136000
0.4,2.547000,1089.439000,2.593400,0.000000,1088.901700,0.046400,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3695589929,30.1388136000
0.5,2.547000,1089.439000,2.603300,0.000000,1088.891800,0.056300,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3698313419,30.1388136000
0.6,2.547000,1089.439000,2.613200,0.000000,1088.881900,0.066200,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3701036909,30.1388136000
0.7,2.547000,1089.439000,2.623100,0.000000,1088.872000,0.076100,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3703760399,30.1388136000
0.8,2.547000,1089.439000,2.633000,0.000000,1088.862100,0.086000,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3706483889,30.1388136000
0.9,2.547000,1089.439000,2.642900,0.000000,1088.852200,0.095900,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3709207379,30.1388136000
1.0,2.547000,1089.439000,2.652800,0.000000,1088.842300,0.105800,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3711930869,30.1388136000
1.1,2.547000,1089.439000,2.662700,0.000000,1088.832400,0.115700,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3714654359,30.1388136000
1.2,2.547000,1089.439000,2.672600,0.000000,1088.822500,0.125600,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3717377849,30.1388136000
1.3,2.547000,1089.439000,2.682500,0.000000,1088.812600,0.135500,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3720101339,30.1388136000
1.4,2.547000,1089.439000,2.692300,0.000000,1088.802800,0.145300,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3722797319,30.1388136000
1.5,2.547000,1089.439000,2.702200,0.000000,1088.792900,0.155200,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3725520809,30.1388136000
1.6,2.547000,1089.439000,2.712100,0.000000,1088.783000,0.165100,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3728244299,30.1388136000
1.7,2.547000,1089.439000,2.722000,0.000000,1088.773100,0.175000,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3730967789,30.1388136000
1.8,2.547000,1089.439000,2.731900,0.000000,1088.763200,0.184900,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3733691279,30.1388136000
1.9,2.547000,1089.439000,2.741800,0.000000,1088.753300,0.194800,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3736414769,30.1388136000
2.0,2.547000,1089.439000,2.751700,0.000000,1088.743400,0.204700,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3739138259,30.1388136000
2.1,2.547000,1089.439000,2.761600,0.000000,1088.733500,0.214600,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3741861749,30.1388136000
2.2,2.547000,1089.439000,2.771500,0.000000,1088.723600,0.224500,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3744585239,30.1388136000
2.3,2.547000,1089.439000,2.781400,0.000000,1088.713700,0.234400,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3747308729,30.1388136000
2.4,2.547000,1089.439000,2.791300,0.000000,1088.703800,0.244300,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3750032219,30.1388136000
2.5,2.547000,1089.439000,2.801200,0.000000,1088.693900,0.254200,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3752755709,30.1388136000
2.6,2.547000,1089.439000,2.811100,0.000000,1088.684000,0.264100,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3755479199,30.1388136000
2.7,2.547000,1089.439000,2.821000,0.000000,1088.674100,0.274000,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3758202689,30.1388136000
2.8,2.547000,1089.439000,2.830900,0.000000,1088.664200,0.283900,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3760926179,30.1388136000
2.9,2.547000,1089.439000,2.840800,0.000000,1088.654300,0.293800,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3763649669,30.1388136000
3.0,2.547000,1089.439000,2.850700,0.000000,1088.644400,0.303700,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3766373159,30.1388136000
3.1,2.547000,1089.439000,2.860600,0.000000,1088.634500,0.313600,1091.990100,1091.986000,198,0.495000,0.1999800000,0.3769096649,30.1388136000
