timeout,active,inactive,run_time,idle_time,sleep_time,timeout_waiting_time,total_time,total_time_no_dpm,transitions_number,transitions_time,transition_energy,total_energy,total_energy_no_dpm
0.0,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.1,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.2,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.3,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.4,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.5,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.6,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.7,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.8,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
0.9,2.924000,1079.652000,2.928100,0.000000,1079.443000,0.004100,1082.576100,1082.576000,82,0.205000,0.0828200000,0.2607854300,29.8790976000
1.0,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.1,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.2,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.3,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.4,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.5,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.6,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.7,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.8,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
1.9,2.924000,1079.652000,2.971300,0.000000,1079.414800,0.047300,1082.576100,1082.576000,76,0.190000,0.0767600000,0.2559152120,29.8790976000
2.0,2.924000,1079.652000,3.012900,0.000000,1079.393200,0.088900,1082.576100,1082.576000,68,0.170000,0.0686800000,0.2489814280,29.8790976000
2.1,2.924000,1079.652000,3.012900,0.000000,1079.393200,0.088900,1082.576100,1082.576000,68,0.170000,0.0686800000,0.2489814280,29.8790976000
2.2,2.924000,1079.652000,3.012900,0.000000,1079.393200,0.088900,1082.576100,1082.576000,68,0.170000,0.0686800000,0.2489814280,29.8790976000
2.3,2.924000,1079.652000,3.012900,0.000000,1079.393200,0.088900,1082.576100,1082.576000,68,0.170000,0.0686800000,0.2489814280,29.8790976000
2.4,2.924000,1079.652000,3.012900,0.000000,1079.393200,0.088900,1082.576100,1082.576000,68,0.170000,0.0686800000,0.2489814280,29.8790976000
