timeout,active,inactive,run_time,idle_time,sleep_time,timeout_waiting_time,total_time,total_time_no_dpm,transitions_number,transitions_time,transition_energy,total_energy,total_energy_no_dpm
1.90,2.924000,1079.652000,3.072100,1079.453200,0.000000,0.148100,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7013582840,29.8790976000
1.95,2.924000,1079.652000,3.074800,1079.450500,0.000000,0.150800,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7014312650,29.8790976000
2.00,2.924000,1079.652000,3.078500,1079.446800,0.000000,0.154500,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7015312760,29.8790976000
2.05,2.924000,1079.652000,3.081200,1079.444100,0.000000,0.157200,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7016042570,29.8790976000
2.10,2.924000,1079.652000,3.084900,1079.440400,0.000000,0.160900,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7017042680,29.8790976000
2.15,2.924000,1079.652000,3.087600,1079.437700,0.000000,0.163600,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7017772490,29.8790976000
2.20,2.924000,1079.652000,3.091300,1079.434000,0.000000,0.167300,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7018772600,29.8790976000
2.25,2.924000,1079.652000,3.094000,1079.431300,0.000000,0.170000,1082.576500,1082.576000,128,0.051200,0.0012800000,0.7019502410,29.8790976000
2.30,2.924000,1079.652000,3.097700,1079.429200,0.000000,0.173700,1082.576500,1082.576000,124,0.049600,0.0012400000,0.7020111640,29.8790976000
2.35,2.924000,1079.652000,3.100400,1079.427300,0.000000,0.176400,1082.576500,1082.576000,122,0.048800,0.0012200000,0.7020646010,29.8790976000
2.40,2.924000,1079.652000,3.103700,1079.424000,0.000000,0.179700,1082.576500,1082.576000,122,0.048800,0.0012200000,0.7021538000,29.8790976000
2.45,2.924000,1079.652000,3.106200,1079.421500,0.000000,0.182200,1082.576500,1082.576000,122,0.048800,0.0012200000,0.7022213750,29.8790976000
2.50,2.924000,1079.652000,3.110300,1079.421400,0.000000,0.186300,1082.576500,1082.576000,112,0.044800,0.0011200000,0.7022344780,29.8790976000
2.55,2.924000,1079.652000,3.113200,1079.423300,0.000000,0.189200,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7021956010,29.8790976000
2.60,2.924000,1079.652000,3.115900,1079.420600,0.000000,0.191900,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7022685820,29.8790976000
2.65,2.924000,1079.652000,3.117700,1079.418800,0.000000,0.193700,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7023172360,29.8790976000
2.70,2.924000,1079.652000,3.120400,1079.416100,0.000000,0.196400,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7023902170,29.8790976000
2.75,2.924000,1079.652000,3.122200,1079.414300,0.000000,0.198200,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7024388710,29.8790976000
2.80,2.924000,1079.652000,3.124900,1079.411600,0.000000,0.200900,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7025118520,29.8790976000
2.85,2.924000,1079.652000,3.126700,1079.409800,0.000000,0.202700,1082.576500,1082.576000,100,0.040000,0.0010000000,0.7025605060,29.8790976000
2.90,2.924000,1079.652000,3.131800,1079.409500,0.000000,0.207800,1082.576500,1082.576000,88,0.035200,0.0008800000,0.7025810950,29.8790976000
2.95,2.924000,1079.652000,3.135200,1079.408500,0.000000,0.211200,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7026143650,29.8790976000
3.00,2.924000,1079.652000,3.137600,1079.406100,0.000000,0.213600,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7026792370,29.8790976000
3.05,2.924000,1079.652000,3.139300,1079.404400,0.000000,0.215300,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7027251880,29.8790976000
3.10,2.924000,1079.652000,3.141700,1079.402000,0.000000,0.217700,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7027900600,29.8790976000
3.15,2.924000,1079.652000,3.143400,1079.400300,0.000000,0.219400,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7028360110,29.8790976000
3.20,2.924000,1079.652000,3.145200,1079.398500,0.000000,0.221200,1082.576500,1082.576000,82,0.032800,0.0008200000,0.7028846650,29.8790976000
3.25,2.924000,1079.652000,3.146900,1079.397600,0.000000,0.222900,1082.576500,1082.576000,80,0.032000,0.0008000000,0.7029110720,29.8790976000
3.30,2.924000,1079.652000,3.151100,1079.395800,0.000000,0.227100,1082.576500,1082.576000,74,0.029600,0.0007400000,0.7029659660,29.8790976000
3.35,2.924000,1079.652000,3.152600,1079.395100,0.000000,0.228600,1082.576500,1082.576000,72,0.028800,0.0007200000,0.7029869670,29.8790976000
3.40,2.924000,1079.652000,3.154400,1079.394100,0.000000,0.230400,1082.576500,1082.576000,70,0.028000,0.0007000000,0.7030160770,29.8790976000
3.45,2.924000,1079.652000,3.155200,1079.393300,0.000000,0.231200,1082.576500,1082.576000,70,0.028000,0.0007000000,0.7030377010,29.8790976000
3.50,2.924000,1079.652000,3.156900,1079.393200,0.000000,0.232900,1082.576500,1082.576000,66,0.026400,0.0006600000,0.7030445640,29.8790976000
3.55,2.924000,1079.652000,3.160600,1079.391900,0.000000,0.236600,1082.576500,1082.576000,60,0.024000,0.0006000000,0.7030859430,29.8790976000
3.60,2.924000,1079.652000,3.161500,1079.391000,0.000000,0.237500,1082.576500,1082.576000,60,0.024000,0.0006000000,0.7031102700,29.8790976000
3.65,2.924000,1079.652000,3.161900,1079.390700,0.000000,0.237900,1082.576600,1082.576000,60,0.024000,0.0006000000,0.7031211390,29.8790976000
3.70,2.924000,1079.652000,3.162800,1079.389800,0.000000,0.238800,1082.576600,1082.576000,60,0.024000,0.0006000000,0.7031454660,29.8790976000
3.75,2.924000,1079.652000,3.163200,1079.389500,0.000000,0.239200,1082.576700,1082.576000,60,0.024000,0.0006000000,0.7031563350,29.8790976000
3.80,2.924000,1079.652000,3.164100,1079.388600,0.000000,0.240100,1082.576700,1082.576000,60,0.024000,0.0006000000,0.7031806620,29.8790976000
3.85,2.924000,1079.652000,3.164500,1079.388300,0.000000,0.240500,1082.576800,1082.576000,60,0.024000,0.0006000000,0.7031915310,29.8790976000
3.90,2.924000,1079.652000,3.173400,1079.389000,0.000000,0.249400,1082.576800,1082.576000,36,0.014400,0.0003600000,0.7031975700,29.8790976000
3.95,2.924000,1079.652000,3.179400,1079.388700,0.000000,0.255400,1082.576100,1082.576000,20,0.008000,0.0002000000,0.7032029990,29.8790976000
4.00,2.924000,1079.652000,3.180100,1079.388800,0.000000,0.256100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032023760,29.8790976000
4.05,2.924000,1079.652000,3.180400,1079.388500,0.000000,0.256400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032104850,29.8790976000
4.10,2.924000,1079.652000,3.181000,1079.387900,0.000000,0.257000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032267030,29.8790976000
4.15,2.924000,1079.652000,3.181300,1079.387600,0.000000,0.257300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032348120,29.8790976000
4.20,2.924000,1079.652000,3.181900,1079.387000,0.000000,0.257900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032510300,29.8790976000
4.25,2.924000,1079.652000,3.182200,1079.386700,0.000000,0.258200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032591390,29.8790976000
4.30,2.924000,1079.652000,3.182800,1079.386100,0.000000,0.258800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032753570,29.8790976000
4.35,2.924000,1079.652000,3.183100,1079.385800,0.000000,0.259100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032834660,29.8790976000
4.40,2.924000,1079.652000,3.183700,1079.385200,0.000000,0.259700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7032996840,29.8790976000
4.45,2.924000,1079.652000,3.184000,1079.384900,0.000000,0.260000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033077930,29.8790976000
4.50,2.924000,1079.652000,3.184600,1079.384300,0.000000,0.260600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033240110,29.8790976000
4.55,2.924000,1079.652000,3.184900,1079.384000,0.000000,0.260900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033321200,29.8790976000
4.60,2.924000,1079.652000,3.185500,1079.383400,0.000000,0.261500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033483380,29.8790976000
4.65,2.924000,1079.652000,3.185800,1079.383100,0.000000,0.261800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033564470,29.8790976000
4.70,2.924000,1079.652000,3.186400,1079.382500,0.000000,0.262400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033726650,29.8790976000
4.75,2.924000,1079.652000,3.186700,1079.382200,0.000000,0.262700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033807740,29.8790976000
4.80,2.924000,1079.652000,3.187300,1079.381600,0.000000,0.263300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7033969920,29.8790976000
4.85,2.924000,1079.652000,3.187600,1079.381300,0.000000,0.263600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034051010,29.8790976000
4.90,2.924000,1079.652000,3.188200,1079.380700,0.000000,0.264200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034213190,29.8790976000
4.95,2.924000,1079.652000,3.188500,1079.380400,0.000000,0.264500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034294280,29.8790976000
5.00,2.924000,1079.652000,3.189100,1079.379800,0.000000,0.265100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034456460,29.8790976000
5.05,2.924000,1079.652000,3.189400,1079.379500,0.000000,0.265400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034537550,29.8790976000
5.10,2.924000,1079.652000,3.190000,1079.378900,0.000000,0.266000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034699730,29.8790976000
5.15,2.924000,1079.652000,3.190300,1079.378600,0.000000,0.266300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034780820,29.8790976000
5.20,2.924000,1079.652000,3.190900,1079.378000,0.000000,0.266900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7034943000,29.8790976000
5.25,2.924000,1079.652000,3.191200,1079.377700,0.000000,0.267200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035024090,29.8790976000
5.30,2.924000,1079.652000,3.191800,1079.377100,0.000000,0.267800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035186270,29.8790976000
5.35,2.924000,1079.652000,3.192100,1079.376800,0.000000,0.268100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035267360,29.8790976000
5.40,2.924000,1079.652000,3.192700,1079.376200,0.000000,0.268700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035429540,29.8790976000
5.45,2.924000,1079.652000,3.193000,1079.375900,0.000000,0.269000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035510630,29.8790976000
5.50,2.924000,1079.652000,3.193600,1079.375300,0.000000,0.269600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035672810,29.8790976000
5.55,2.924000,1079.652000,3.193900,1079.375000,0.000000,0.269900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035753900,29.8790976000
5.60,2.924000,1079.652000,3.194500,1079.374400,0.000000,0.270500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035916080,29.8790976000
5.65,2.924000,1079.652000,3.194800,1079.374100,0.000000,0.270800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7035997170,29.8790976000
5.70,2.924000,1079.652000,3.195400,1079.373500,0.000000,0.271400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036159350,29.8790976000
5.75,2.924000,1079.652000,3.195700,1079.373200,0.000000,0.271700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036240440,29.8790976000
5.80,2.924000,1079.652000,3.196300,1079.372600,0.000000,0.272300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036402620,29.8790976000
5.85,2.924000,1079.652000,3.196600,1079.372300,0.000000,0.272600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036483710,29.8790976000
5.90,2.924000,1079.652000,3.197200,1079.371700,0.000000,0.273200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036645890,29.8790976000
5.95,2.924000,1079.652000,3.197500,1079.371400,0.000000,0.273500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036726980,29.8790976000
6.00,2.924000,1079.652000,3.198100,1079.370800,0.000000,0.274100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036889160,29.8790976000
6.05,2.924000,1079.652000,3.198400,1079.370500,0.000000,0.274400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7036970250,29.8790976000
6.10,2.924000,1079.652000,3.199000,1079.369900,0.000000,0.275000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037132430,29.8790976000
6.15,2.924000,1079.652000,3.199300,1079.369600,0.000000,0.275300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037213520,29.8790976000
6.20,2.924000,1079.652000,3.199900,1079.369000,0.000000,0.275900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037375700,29.8790976000
6.25,2.924000,1079.652000,3.200200,1079.368700,0.000000,0.276200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037456790,29.8790976000
6.30,2.924000,1079.652000,3.200800,1079.368100,0.000000,0.276800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037618970,29.8790976000
6.35,2.924000,1079.652000,3.201100,1079.367800,0.000000,0.277100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037700060,29.8790976000
6.40,2.924000,1079.652000,3.201700,1079.367200,0.000000,0.277700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037862240,29.8790976000
6.45,2.924000,1079.652000,3.202000,1079.366900,0.000000,0.278000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7037943330,29.8790976000
6.50,2.924000,1079.652000,3.202600,1079.366300,0.000000,0.278600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038105510,29.8790976000
6.55,2.924000,1079.652000,3.202900,1079.366000,0.000000,0.278900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038186600,29.8790976000
6.60,2.924000,1079.652000,3.203500,1079.365400,0.000000,0.279500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038348780,29.8790976000
6.65,2.924000,1079.652000,3.203800,1079.365100,0.000000,0.279800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038429870,29.8790976000
6.70,2.924000,1079.652000,3.204400,1079.364500,0.000000,0.280400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038592050,29.8790976000
6.75,2.924000,1079.652000,3.204700,1079.364200,0.000000,0.280700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038673140,29.8790976000
6.80,2.924000,1079.652000,3.205300,1079.363600,0.000000,0.281300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038835320,29.8790976000
6.85,2.924000,1079.652000,3.205600,1079.363300,0.000000,0.281600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7038916410,29.8790976000
6.90,2.924000,1079.652000,3.206200,1079.362700,0.000000,0.282200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039078590,29.8790976000
6.95,2.924000,1079.652000,3.206500,1079.362400,0.000000,0.282500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039159680,29.8790976000
7.00,2.924000,1079.652000,3.207100,1079.361800,0.000000,0.283100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039321860,29.8790976000
7.05,2.924000,1079.652000,3.207400,1079.361500,0.000000,0.283400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039402950,29.8790976000
7.10,2.924000,1079.652000,3.208000,1079.360900,0.000000,0.284000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039565130,29.8790976000
7.15,2.924000,1079.652000,3.208300,1079.360600,0.000000,0.284300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039646220,29.8790976000
7.20,2.924000,1079.652000,3.208900,1079.360000,0.000000,0.284900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039808400,29.8790976000
7.25,2.924000,1079.652000,3.209200,1079.359700,0.000000,0.285200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7039889490,29.8790976000
7.30,2.924000,1079.652000,3.209800,1079.359100,0.000000,0.285800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040051670,29.8790976000
7.35,2.924000,1079.652000,3.210100,1079.358800,0.000000,0.286100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040132760,29.8790976000
7.40,2.924000,1079.652000,3.210700,1079.358200,0.000000,0.286700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040294940,29.8790976000
7.45,2.924000,1079.652000,3.211000,1079.357900,0.000000,0.287000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040376030,29.8790976000
7.50,2.924000,1079.652000,3.211600,1079.357300,0.000000,0.287600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040538210,29.8790976000
7.55,2.924000,1079.652000,3.211900,1079.357000,0.000000,0.287900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040619300,29.8790976000
7.60,2.924000,1079.652000,3.212500,1079.356400,0.000000,0.288500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040781480,29.8790976000
7.65,2.924000,1079.652000,3.212800,1079.356100,0.000000,0.288800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7040862570,29.8790976000
7.70,2.924000,1079.652000,3.213400,1079.355500,0.000000,0.289400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041024750,29.8790976000
7.75,2.924000,1079.652000,3.213700,1079.355200,0.000000,0.289700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041105840,29.8790976000
7.80,2.924000,1079.652000,3.214300,1079.354600,0.000000,0.290300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041268020,29.8790976000
7.85,2.924000,1079.652000,3.214600,1079.354300,0.000000,0.290600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041349110,29.8790976000
7.90,2.924000,1079.652000,3.215200,1079.353700,0.000000,0.291200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041511290,29.8790976000
7.95,2.924000,1079.652000,3.215500,1079.353400,0.000000,0.291500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041592380,29.8790976000
8.00,2.924000,1079.652000,3.216100,1079.352800,0.000000,0.292100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041754560,29.8790976000
8.05,2.924000,1079.652000,3.216400,1079.352500,0.000000,0.292400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041835650,29.8790976000
8.10,2.924000,1079.652000,3.217000,1079.351900,0.000000,0.293000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7041997830,29.8790976000
8.15,2.924000,1079.652000,3.217300,1079.351600,0.000000,0.293300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042078920,29.8790976000
8.20,2.924000,1079.652000,3.217900,1079.351000,0.000000,0.293900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042241100,29.8790976000
8.25,2.924000,1079.652000,3.218200,1079.350700,0.000000,0.294200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042322190,29.8790976000
8.30,2.924000,1079.652000,3.218800,1079.350100,0.000000,0.294800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042484370,29.8790976000
8.35,2.924000,1079.652000,3.219100,1079.349800,0.000000,0.295100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042565460,29.8790976000
8.40,2.924000,1079.652000,3.219700,1079.349200,0.000000,0.295700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042727640,29.8790976000
8.45,2.924000,1079.652000,3.220000,1079.348900,0.000000,0.296000,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042808730,29.8790976000
8.50,2.924000,1079.652000,3.220600,1079.348300,0.000000,0.296600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7042970910,29.8790976000
8.55,2.924000,1079.652000,3.220900,1079.348000,0.000000,0.296900,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043052000,29.8790976000
8.60,2.924000,1079.652000,3.221500,1079.347400,0.000000,0.297500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043214180,29.8790976000
8.65,2.924000,1079.652000,3.221800,1079.347100,0.000000,0.297800,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043295270,29.8790976000
8.70,2.924000,1079.652000,3.222400,1079.346500,0.000000,0.298400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043457450,29.8790976000
8.75,2.924000,1079.652000,3.222700,1079.346200,0.000000,0.298700,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043538540,29.8790976000
8.80,2.924000,1079.652000,3.223300,1079.345600,0.000000,0.299300,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043700720,29.8790976000
8.85,2.924000,1079.652000,3.223600,1079.345300,0.000000,0.299600,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043781810,29.8790976000
8.90,2.924000,1079.652000,3.224200,1079.344700,0.000000,0.300200,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7043943990,29.8790976000
8.95,2.924000,1079.652000,3.224500,1079.344400,0.000000,0.300500,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7044025080,29.8790976000
9.00,2.924000,1079.652000,3.225100,1079.343800,0.000000,0.301100,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7044187260,29.8790976000
9.05,2.924000,1079.652000,3.225400,1079.343500,0.000000,0.301400,1082.576100,1082.576000,18,0.007200,0.0001800000,0.7044268350,29.8790976000
